agency,domain,domaintype,lastmodified,organization,scan_data_url,scantype,/,/cj,/code.json,/coronavirus,/data,/data.json,/developer,/digitalstrategy,/digitalstrategy/FITARAmilestones.json,/digitalstrategy/bureaudirectory.json,/digitalstrategy/costsavings.json,/digitalstrategy/datacenteroptimizationstrategicplan.json,/digitalstrategy/governanceboards.json,/open,/privacy,/redirecttest-foo-bar-baz,/robots.txt,/sitemap.xml,dap_detected,dap_parameters,dap_parameters,domain,domain,invalid,status_code
General Services Administration,fai.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,FAI,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fai.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA&subagency=GSA/OGP,agency=GSA&subagency=GSA/OGP,fai.gov,fai.gov,,200
General Services Administration,federalist.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA,agency=GSA,federalist.18f.gov,federalist.18f.gov,,200
General Services Administration,federalist-report-template.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-report-template.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,federalist-report-template.18f.gov,federalist-report-template.18f.gov,,200
General Services Administration,fbo.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA/CAO/OAS,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fbo.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA,agency=GSA,fbo.gov,fbo.gov,,206
General Services Administration,federalist-staging.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-staging.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA,agency=GSA,federalist-staging.18f.gov,federalist-staging.18f.gov,,200
General Services Administration,fedidcard.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA/FAS,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedidcard.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,,,fedidcard.gov,fedidcard.gov,,200
General Services Administration,fed.us,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fed.us.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fed.us,fed.us,,-1
General Services Administration,fpc.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fpc.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,fpc.gov,fpc.gov,,200
General Services Administration,fdms.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fdms.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fdms.gov,fdms.gov,,200
General Services Administration,fmi.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA/OGP,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fmi.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,,,fmi.gov,fmi.gov,,200
General Services Administration,fsd.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,Office of the Chief Acquisition Officer,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fsd.gov.json,200scanner,200,200,404,200,200,404,200,200,404,404,404,404,404,200,200,200,200,200,True,,,fsd.gov,fsd.gov,,200
General Services Administration,fpki.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fpki.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fpki.gov,fpki.gov,,-1
General Services Administration,forms.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/forms.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Government%20Agencies%20and%20Elected%20Officials&siteplatform=a-z-page,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Government%20Agencies%20and%20Elected%20Officials&siteplatform=a-z-page,forms.gov,forms.gov,,200
General Services Administration,federalistapp.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalistapp.18f.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,federalistapp.18f.gov,federalistapp.18f.gov,,200
General Services Administration,fsrs.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA Acquisition Systems Division,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fsrs.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,404,404,True,,,fsrs.gov,fsrs.gov,,200
General Services Administration,federalist-docs.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-docs.18f.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA,agency=GSA,federalist-docs.18f.gov,federalist-docs.18f.gov,,200
General Services Administration,federalist-modern-team-template.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-modern-team-template.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,federalist-modern-team-template.18f.gov,federalist-modern-team-template.18f.gov,,200
General Services Administration,firstgov.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,Office of Citizen Services and Communications,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/firstgov.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Home&siteplatform=home,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Home&siteplatform=home,firstgov.gov,firstgov.gov,,200
General Services Administration,fedramp.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,Office of Citizen Services and Innovative Technologies,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedramp.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA&subagency=TTS,agency=GSA&subagency=TTS,fedramp.gov,fedramp.gov,,200
General Services Administration,fedspendingtransparency.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedspendingtransparency.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,fedspendingtransparency.18f.gov,fedspendingtransparency.18f.gov,,200
General Services Administration,fpisc.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,FEDERAL PERMITTING IMPROVEMENT STEERING COUNCIL,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fpisc.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fpisc.gov,fpisc.gov,,-1
General Services Administration,fpki-lab.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fpki-lab.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fpki-lab.gov,fpki-lab.gov,,-1
General Services Administration,frontend.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/frontend.18f.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,frontend.18f.gov,frontend.18f.gov,,200
General Services Administration,frpg.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,US General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/frpg.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=OGP,agency=GSA&subagency=OGP,frpg.gov,frpg.gov,,200
General Services Administration,fpds.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,IAE - Federal Procurement Data Center,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fpds.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fpds.gov,fpds.gov,,200
General Services Administration,federalist-landing-template.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-landing-template.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,federalist-landing-template.18f.gov,federalist-landing-template.18f.gov,,200
General Services Administration,fedbizopps.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA/OCAO/OAS,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedbizopps.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fedbizopps.gov,fedbizopps.gov,,-1
General Services Administration,fugacious.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fugacious.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fugacious.18f.gov,fugacious.18f.gov,,200
General Services Administration,handbook.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/handbook.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA,agency=GSA,handbook.18f.gov,handbook.18f.gov,,200
General Services Administration,gsatest2.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsatest2.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,gsatest2.gov,gsatest2.gov,,-1
General Services Administration,gsatest1.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsatest1.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,gsatest1.gov,gsatest1.gov,,-1
General Services Administration,guides.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/guides.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,guides.18f.gov,guides.18f.gov,,200
General Services Administration,gsaxcess.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsaxcess.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,gsaxcess.gov,gsaxcess.gov,,200
General Services Administration,grouplet-playbook.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/grouplet-playbook.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,grouplet-playbook.18f.gov,grouplet-playbook.18f.gov,,200
General Services Administration,gsaadvantage.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,US General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsaadvantage.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,gsaadvantage.gov,gsaadvantage.gov,,-1
General Services Administration,guides-template.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/guides-template.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,guides-template.18f.gov,guides-template.18f.gov,,200
General Services Administration,gsa.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,404,200,404,True,agency=GSA&subagency=OSC&sp=query&enhlink=true&yt=false,agency=GSA&subagency=OSC&sp=query&enhlink=true&yt=false,gsa.gov,gsa.gov,,200
General Services Administration,govsales.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/govsales.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,govsales.gov,govsales.gov,,200
General Services Administration,gobiernousa.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,FirstGov.gov,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gobiernousa.gov.json,200scanner,200,404,404,200,404,404,404,404,404,404,404,404,404,404,404,404,404,200,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97200070-1&pua=UA-97200070-2&sitetopic=Inicio&siteplatform=home,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97200070-1&pua=UA-97200070-2&sitetopic=Inicio&siteplatform=home,gobiernousa.gov,gobiernousa.gov,,200
General Services Administration,govconnect.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/govconnect.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,govconnect.18f.gov,govconnect.18f.gov,,200
General Services Administration,gsaauctions.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsaauctions.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,False,,,gsaauctions.gov,gsaauctions.gov,,200
General Services Administration,gsaig.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,GSA Office of Inspector General,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsaig.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,gsaig.gov,gsaig.gov,,204
General Services Administration,iaa-forms.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/iaa-forms.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,iaa-forms.18f.gov,iaa-forms.18f.gov,,200
General Services Administration,itdashboard.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,U.S. General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/itdashboard.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,False,,,itdashboard.gov,itdashboard.gov,,200
General Services Administration,identity-dev-docs.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/identity-dev-docs.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,identity-dev-docs.18f.gov,identity-dev-docs.18f.gov,,200
General Services Administration,identitysandbox.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,18F,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/identitysandbox.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,identitysandbox.gov,identitysandbox.gov,,-1
General Services Administration,idmanagement.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/idmanagement.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA,agency=GSA,idmanagement.gov,idmanagement.gov,,200
General Services Administration,join.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/join.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,join.18f.gov,join.18f.gov,,200
General Services Administration,innovation.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/innovation.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,ver=true&agency=GSA,ver=true&agency=GSA,innovation.gov,innovation.gov,,200
General Services Administration,innovation-toolkit-prototype.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/innovation-toolkit-prototype.18f.gov.json,200scanner,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,False,,,innovation-toolkit-prototype.18f.gov,innovation-toolkit-prototype.18f.gov,,200
General Services Administration,info.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,Federal Citizen Information Center/OCSC,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/info.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-navigation-page,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-navigation-page,info.gov,info.gov,,200
General Services Administration,login.gov,Federal Agency - Executive,2020-06-14T02:01:41Z,General Services Administration,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/login.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,login.gov,login.gov,,200
General Services Administration,jobs.18f.gov,,2020-06-14T02:01:41Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/jobs.18f.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,jobs.18f.gov,jobs.18f.gov,,200
